,Banyo Sayısı,Bina Yaşı,Brüt Metrekare,Cinsi,Dairenin Katı,Depozito,Eşya Durumu,Isıtma,Kat Sayısı,Kategori,Kullanım Durumu,Net Metrekare,Oda Sayısı,Salon Metrekare,Site İçerisinde,Takas,Türü,WC Sayısı,Yapı Durumu,Yapı Tipi,İlan Numarası,İlan Tarihi,district,county,Title,price
35962,2,5-10,90m,,3. Kat,1350 TRY,-,Klimalı,3,Kiralık,Boş,85m,2+1,30 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6755109,02.02.2019,Belek Mahallesi',Serik,Turizm cenneti antalya belek te 2+1 kiralık eşyalı daire,1.350 TL
35963,-,-,170m,,-,-,-,-,4,Kiralık,-,170m,-,30 m,Hayır,-,Daire,-,-,-,6751593,31.01.2019,Kültür Mahallesi',Kepez,Kepez kültürde 4+1 170 m2 universiteye 5 dk kıralık dublekx,1.300 TL
35964,-,-,200m,,-,-,-,-,4,Kiralık,-,200m,-,20 m,Hayır,-,Daire,-,-,-,6751481,31.01.2019,Gebizli Mahallesi',Muratpaşa,Muratpaşa gebizlide 4+1 200m2 kiralik dublekx avm den,1.250 TL
35965,-,-,160m,,-,-,-,-,4,Kiralık,-,160m,-,30 m,Hayır,-,Daire,-,-,-,6751528,31.01.2019,Kültür Mahallesi',Kepez,Kültürde 4+1 160m2 universiteye yakın kıralık dublekx,1.400 TL
35966,1,5-10,115m,,Yüksek giriş,1200 TRY,Boş,Kombi Doğalgaz,2,Kiralık,Boş,115m,2+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6750242,31.01.2019,Altınkum Mahallesi',Konyaaltı,Altınkum da kentmeydanı arkası d gazlı ayrımutfak 115m2 2+1,1.200 TL
35967,2,11-20,180m,,9. Kat,-,-,Kombi Doğalgaz,9,Kiralık,Mal Sahibi Oturuyor,160m,3+1,-,Evet,Yok,Daire,2,İkinci El,Betonarme,6679250,31.01.2019,Kemerağzı Mahallesi',Aksu,Fiyatı düşürdük  acısu sıtesınde eşyalı 3+1 lüks daire 1750 tl,1.750 TL
35968,2,5-10,180m,,1. Kat,-,-,Klimalı,9,Kiralık,Boş,180m,3+1,50 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6216065,01.02.2019,Kemerağzı Mahallesi',Aksu,Kundu oteller bölgesinde site içerisinde mobleli kiralık daireler,2.250 TL
35969,4,3,320m,,Bahçe dublex,7500 TRY,-,Yerden ısıtma,3,Kiralık,Boş,320m,6+1,-,Hayır,-,Daire,-,-,-,6739336,31.01.2019,Kemerağzı Mahallesi',Aksu,Kiralık  lüks  villa  6+1,7.500 TL
35970,1,11-20,100m,,2. Kat,-,-,Klimalı,3,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,-,-,6738005,30.01.2019,Gündoğdu Mahallesi',Kepez,Aydoğmuştan  kepez  gündoğdu  mah  katta  kiralık  2+1,600 TL
35971,1,11-20,90m,,6. Kat,-,-,Klimalı,6,Kiralık,Boş,80m,2+1,-,Hayır,-,Daire,1,İkinci El,-,6733402,31.01.2019,Gebizli Mahallesi',Muratpaşa,Gebizli mah 2+1 90m2 kiralık daire,1.100 TL
35972,1,11-20,130m,,3. Kat,-,-,Klimalı,10,Kiralık,Boş,130m,3+1,-,Hayır,-,Daire,-,-,-,6730907,30.01.2019,Varsak Karşıyaka Mahallesi',Kepez,Aydoğmuştan  varsak  tahtakale  yakını  katta  3+1  130  m2  kira,650 TL
35973,1,0 (Yeni),50m,,2. Kat,-,-,Klimalı,4,Kiralık,Boş,40m,1+1,-,Hayır,Yok,Daire,-,Sıfır,Betonarme,6729389,31.01.2019,Toros Mahallesi',Konyaaltı,Torosda üniversite yakını jadeden mobilyalı 1+1 daireler k009435,1.300 TL
35974,2,11-20,190m,,4. Kat,-,-,Kombi Doğalgaz,9,Kiralık,Boş,180m,3+1,-,Hayır,-,Daire,2,-,-,6961571,30.01.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba da 3+1 deniz manzaralı kiralık daire,2.250 TL
35975,1,11-20,170m,,2. Kat,-,-,Klimalı,2,Kiralık,Boş,170m,3+1,30 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6476831,01.02.2019,Şirinyalı Mahallesi',Muratpaşa,Lara şirinyalı da 3+1 kiralık daire,2.000 TL
35976,1,11-20,210m,,Çatı Dubleks,1000 TRY,-,Isıtma yok,2,Kiralık,Boş,210m,4+1,-,Hayır,-,Daire,-,-,-,6477984,01.02.2019,Kışla Mahallesi',Muratpaşa,Beycan emlaktan kışla mahallesi kiralık dubleks,1.000 TL
35977,1,4,75m,,3. Kat,2600 TRY,-,Klimalı,9,Kiralık,Boş,75m,1+1,-,Hayır,-,Daire,1,Sıfır,Betonarme,6474751,31.01.2019,Cikcilli Mahallesi',Alanya,Kapalı açık havuzlu komple beyaz eşyalı kiralık 1+1 aidat dahil,1.300 TL
35978,2,5-10,100m,,3. Kat,-,-,Klimalı,9,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,-,-,6474770,31.01.2019,Cikcilli Mahallesi',Alanya,Kapalı açık havuzlu komple beyaz eşyalı kiralık 2+1 aidat dahil,1.500 TL
35979,-,-,55m,,-,-,-,-,3,Kiralık,-,55m,-,-,Hayır,-,Daire,-,-,-,6476033,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Lara da denize yakın eşyalı kiralık daire,2.000 TL
35980,-,-,50m,,-,900 TRY,-,-,2,Kiralık,-,50m,-,-,Hayır,-,Daire,-,-,-,6476053,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Muratpaşa lara da eşyalı kiralık daire,900 TL
35981,2,11-20,160m,,1. Kat,1600 TRY,-,Klimalı,4,Kiralık,Boş,160m,3+1,-,Hayır,Yok,Daire,-,İkinci El,Betonarme,6716576,30.01.2019,Çağlayan Mahallesi',Muratpaşa,çağlayan barınaklar ana cadde cepheli 3+1 daire,1.600 TL
35982,2,5-10,130m,,2. Kat,11000 TRY,-,Klimalı,10,Kiralık,Boş,130m,2+1,50 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6718607,30.01.2019,Liman Mahallesi',Konyaaltı,Denize sıfır ultra lüx residance  ta full eşyalı 2+1 kiralık,5.500 TL
35983,1,3,110m,,2. Kat,-,-,Klimalı,3,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,-,-,6957792,30.01.2019,Göksu Mahallesi',Kepez,Dilek dombaycı dan göksu 2+1 kiralık daire,800 TL
35984,2,1,105m,,Bahçe dublex,-,-,Kat Kaloriferi,2,Kiralık,Boş,95m,2+1,-,Hayır,-,Daire,-,-,-,6955818,30.01.2019,Çağlayan Mahallesi',Muratpaşa,Raşit zaman dan lüks sitede kiralık eşyalı bahçe dubleksi,2.250 TL
35985,2,0 (Yeni),135m,,4. Kat,950 TRY,-,Sobalı,6,Kiralık,Boş,130m,3+1,35 m,Hayır,-,Daire,2,-,-,6954825,30.01.2019,Cumhuriyet Mahallesi',Gazipaşa,Lux site içinde deniz manzaralı kiralık 3+1 daire,950 TL
35986,-,-,160m,,-,1100 TRY,-,-,2,Kiralık,-,160m,-,30 m,Hayır,-,Daire,-,-,-,6466909,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Lara güzeloba da 3+1 geniş ferah kiralık daire,1.100 TL
35987,1,20 ve üzeri,65m,,Bahçe dublex,-,-,Klimalı,3,Kiralık,Boş,60m,1+1,-,Hayır,Yok,Daire,1,-,-,6953653,30.01.2019,Güzeloba Mahallesi',Muratpaşa,Lara örnekköy sitesinde kiralık 1+1 eşyalı dubleks,1.550 TL
35988,2,5-10,145m,,1. Kat,-,-,Klimalı,5,Kiralık,Boş,145m,3+1,-,Hayır,-,Daire,-,-,-,6710566,31.01.2019,Büyükhasbahçe Mahallesi',Alanya,Alanya  merkezde  kiralık  3+1  daire,1.300 TL
35989,2,0 (Yeni),100m,,2. Kat,-,-,Klimalı,4,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,-,-,6713034,31.01.2019,Hurma Mahallesi',Konyaaltı,Kiralık daire 2+1 katta hurma mahallesi,1.100 TL
35990,2,4,160m,,2. Kat,5500 TRY,-,Klimalı,8,Kiralık,Mal Sahibi Oturuyor,145m,3+1,30 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6172354,02.02.2019,Kuşkavağı Mahallesi',Konyaaltı,Konyaaltı arapsuyu mah de 3+1 lüx rezidanz deniz görür daire,5.500 TL
35991,1,11-20,140m,,1. Kat,-,-,Klimalı,2,Kiralık,Boş,120m,3+1,-,Hayır,Yok,Daire,1,-,-,6950528,30.01.2019,Şirinyalı Mahallesi',Muratpaşa,şirinyalı da medikalpark karşısında eşyalı kiralık 3+1 daire,3.250 TL
35992,2,11-20,180m,,9. Kat,1400 TRY,-,Klimalı,9,Kiralık,Mal Sahibi Oturuyor,170m,3+1,-,Hayır,Yok,Daire,3,İkinci El,Betonarme,6708386,31.01.2019,Kemerağzı Mahallesi',Aksu,Kundu acısu sitesinde 3+1 daire,1.400 TL
35993,1,11-20,100m,,4. Kat,-,-,Klimalı,4,Kiralık,Boş,95m,2+1,-,Hayır,-,Daire,-,-,-,6950862,30.01.2019,Çağlayan Mahallesi',Muratpaşa,çağlayan da katta 2+1 kiralık daire,1.500 TL
35994,-,-,145m,,-,-,-,-,12,Kiralık,-,140m,-,1 m,Hayır,-,Daire,-,-,-,6947303,30.01.2019,Demirel Mahallesi',Kepez,Varsak mah  site içinde 3+1 kiralık daire,700 TL
35995,-,-,120m,,-,2000 TRY,-,-,5,Kiralık,-,110m,-,35 m,Hayır,-,Daire,-,-,-,6944197,29.01.2019,Oba Mahallesi',Alanya,Alanya oba gölde kiralık lüks sıfır 2+1 daire 2000,2.000 TL
35996,1,11-20,70m,,2. Kat,-,-,Güneş Enerjisi,4,Kiralık,Boş,70m,1+1,-,Hayır,-,Daire,-,-,-,6458364,31.01.2019,Saray Mahallesi',Alanya,Alanya merkezde 1+1 eşyalı havuzlu daire,1.250 TL
35997,1,5-10,110m,,2. Kat,2000 TRY,-,Klimalı,4,Kiralık,Boş,110m,2+1,30 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6703383,31.01.2019,Çağlayan Mahallesi',Muratpaşa,Zekai madaslı dan çağlayan da havuzlu site içi eşyalı 2+1,2.000 TL
35998,3,4,180m,,3. Kat,16000 TRY,-,Klimalı,9,Kiralık,Kiracı Oturuyor,180m,3+1,50 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6702479,30.01.2019,Liman Mahallesi',Konyaaltı,Denize sıfır 3+1 full eşyalı kiralık daire,8.000 TL
35999,-,-,125m,,-,1500 TRY,-,-,5,Kiralık,-,110m,-,25 m,Hayır,-,Daire,-,-,-,6450265,01.02.2019,Altındağ Mahallesi',Muratpaşa,Altındağ mah de 2+1  1500tl ye eşyalı kiralık daire,1.500 TL
36000,-,-,70m,,-,1500 TRY,-,-,5,Kiralık,-,65m,-,40 m,Hayır,-,Daire,-,-,-,6940935,29.01.2019,Oba Mahallesi',Alanya,Alanya oba gölde kiralık lüks sıfır 1+1 daire 1 500,1.500 TL
36001,1,11-20,160m,,2. Kat,1500 TRY,-,Klimalı,4,Kiralık,Boş,160m,3+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6697767,31.01.2019,Varlık Mahallesi',Muratpaşa,Bahçeli varlıkta 3+1 daıre 1500 tl,1.500 TL
36002,1,20 ve üzeri,65m,,Bahçe dublex,-,-,Klimalı,3,Kiralık,Boş,60m,1+1,-,Hayır,-,Daire,-,-,-,6940014,30.01.2019,Güzeloba Mahallesi',Muratpaşa,örnekköy sitesin de şık eşyalı 1+1 kiralık bahçe dubleksi,1.550 TL
36003,-,-,100m,,-,-,-,-,3,Kiralık,-,95m,-,1 m,Hayır,-,Daire,-,-,-,6938965,30.01.2019,Ünsal Mahallesi',Kepez,ünsal mah  sıfır 2+1 kiralık daire,900 TL
36004,-,-,115m,,-,-,-,-,4,Kiralık,-,110m,-,1 m,Hayır,-,Daire,-,-,-,6939269,30.01.2019,Ünsal Mahallesi',Kepez,ünsal mah  2+1 site içinde kiralık daire,700 TL
36005,-,-,85m,,-,-,-,-,3,Kiralık,-,80m,-,1 m,Hayır,-,Daire,-,-,-,6939062,30.01.2019,Ünsal Mahallesi',Kepez,ünsal mah  2+1 sıfır kiralık daire,600 TL
36006,-,-,230m,,-,-,-,-,4,Kiralık,-,200m,-,35 m,Hayır,-,Daire,-,-,-,6694447,31.01.2019,Oba Mahallesi',Alanya,Oba-gölde denize 250 metre mesafede kiralık eşyalı 5+1 dublex,1.990 TL
36007,2,2,200m,,4. Kat,-,-,Kombi Doğalgaz,4,Kiralık,Boş,200m,3+1,-,Hayır,-,Daire,-,-,-,6692050,31.01.2019,Altınkum Mahallesi',Konyaaltı,Altınkumdadogalgazlı  giyinme  odalı  havuzlu    200m2  3+1  küx,2.750 TL
36008,1,5-10,150m,,3. Kat,2000 TRY,-,Klimalı,7,Kiralık,Boş,150m,3+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6167604,31.01.2019,Uluç Mahallesi',Konyaaltı,Uluç da full eşyalı site içi ayrı mutfak 3+1 daire,2.000 TL
36009,2,11-20,250m,,2. Kat,-,-,Kombi Doğalgaz,2,Kiralık,Boş,235m,4+1,-,Hayır,-,Daire,2,-,-,6935610,30.01.2019,Çağlayan Mahallesi',Muratpaşa,Ahmet onur dan barınaklar da 4+1 dubleks kiralık daire - ofis,3.500 TL
36010,2,11-20,320m,,Müstakil,-,-,Klimalı,3,Kiralık,Kiracı Oturuyor,260m,4+2,-,Hayır,-,Daire,-,-,-,6935838,30.01.2019,Güzeloba Mahallesi',Muratpaşa,Doğa ile iç içe kiralık 4+2 villa,2.500 TL
36011,-,-,70m,,-,1000 TRY,-,-,4,Kiralık,-,65m,-,25 m,Hayır,-,Daire,-,-,-,6937820,30.01.2019,Hurma Mahallesi',Konyaaltı,1250 tl den eşyalı havuzlu güvenlikli sitede 2+1 dubleks daire,1.250 TL
36012,2,4,105m,,3. Kat,2500 TRY,-,Klimalı,4,Kiralık,Boş,105m,2+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6693966,31.01.2019,Liman Mahallesi',Konyaaltı,Palas gayrimenkul den ful eşyalı ayrı mutfak havuzlu 2+1 daire,2.500 TL
36013,1,5-10,100m,,1. Kat,-,-,Kombi Doğalgaz,7,Kiralık,Kiracı Oturuyor,100m,2+1,-,Hayır,-,Daire,-,-,-,6692847,31.01.2019,Uncalı Mahallesi',Konyaaltı,Uncalıda  2+1  100  m2  havuz  güvenlik  veneratör  kiralık  dair,1.500 TL
36014,2,11-20,165m,,Çatı Dubleks,-,-,Klimalı,2,Kiralık,Boş,140m,4+1,-,Hayır,-,Daire,2,-,-,6933998,30.01.2019,Çağlayan Mahallesi',Muratpaşa,Ender kortan dan çağlayan mahallesi nde 4+1 boş dubleks,1.500 TL
36015,-,-,75m,,-,500 TRY,-,-,4,Kiralık,-,75m,-,-,Hayır,-,Daire,-,-,-,6439847,01.02.2019,Sütçüler Mahallesi',Kepez,Kepez sütçüler devlet hastanesi yani,500 TL
36016,-,-,140m,,-,700 TRY,-,-,4,Kiralık,-,140m,-,-,Hayır,-,Daire,-,-,-,6028417,01.02.2019,Teomanpaşa Mahallesi',Kepez,Kepez teomanpaşada kiralık 3+1 140m2 daire,700 TL
36017,1,5-10,65m,,1. Kat,-,-,Güneş Enerjisi,3,Kiralık,Boş,65m,1+1,-,Hayır,-,Daire,-,-,-,6438288,31.01.2019,Cikcilli Mahallesi',Alanya,Kapalı açık havuzlu fitness sauna hamamlı lüks kompleksde 1+1,1.500 TL
36018,1,4,55m,,1. Kat,1500 TRY,-,Klimalı,8,Kiralık,Boş,55m,1+1,-,Hayır,-,Daire,-,-,-,6436145,01.02.2019,Altınova Orta Mahallesi',Kepez,Studyo lego evleri eşyalı kiralık havuz cepheli,1.250 TL
36019,1,5-10,70m,,1. Kat,-,-,Güneş Enerjisi,3,Kiralık,Boş,65m,1+1,-,Hayır,-,Daire,-,-,-,6438289,31.01.2019,Cikcilli Mahallesi',Alanya,Kapalı açık havuzlu fitness sauna hamamlı lüks kompleksde 1+1,1.350 TL
36020,1,11-20,140m,,1. Kat,-,-,Klimalı,4,Kiralık,Boş,110m,3+1,-,Hayır,-,Daire,-,-,-,6929285,30.01.2019,Gürsu Mahallesi',Konyaaltı,şerife şekerci den konyaaltı gürsu da kiralık 3+1 bahçe dubleks,1.750 TL
36021,1,5-10,105m,,1. Kat,-,-,Klimalı,3,Kiralık,Boş,90m,2+1,-,Hayır,-,Daire,-,-,-,6929538,30.01.2019,Ahatlı Mahallesi',Kepez,Akdeniz sanayi sitesi kültür kafeler cad  araçla 5 dk mesafe de,975 TL
36022,-,-,55m,,-,-,-,-,3,Kiralık,-,55m,-,-,Hayır,-,Daire,-,-,-,6429196,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Lara örnekköyde denize 150m  yazlık eşyalı  kiralık daire,1.800 TL
36023,-,-,125m,,-,2250 TRY,-,-,9,Kiralık,-,120m,-,24 m,Hayır,-,Daire,-,-,-,6925594,29.01.2019,Cikcilli Mahallesi',Alanya,Alanya cikcillide kiralık 2+1 öğrencilere uygun eşyalı daire,2.250 TL
36024,1,5-10,135m,,8. Kat,3500 TRY,-,Klimalı,9,Kiralık,Boş,135m,3+1,-,Evet,-,Daire,-,-,-,6681651,30.01.2019,Sarısu Mahallesi',Konyaaltı,Konyaaltı sarısu da kiralık 3+1 full eşyalı site içinde,1.750 TL
36025,2,11-20,160m,,6. Kat,-,-,Kombi Doğalgaz,12,Kiralık,Boş,160m,3+1,-,Hayır,-,Daire,-,İkinci El,Betonarme,6677813,31.01.2019,Uluç Mahallesi',Konyaaltı,Uluçda jadeden havuzlu sitede doğalgazlı mobilyalı 3+1 k008560,2.250 TL
36026,1,5-10,110m,,6. Kat,-,-,Klimalı,9,Kiralık,Boş,110m,2+1,-,Hayır,-,Daire,-,-,-,6678419,31.01.2019,Cikcilli Mahallesi',Alanya,Alanya  cikcillide  kiralık  full  eşyalı  lüks  ste  içinde  2+1,1.800 TL
36027,2,5-10,350m,,9. Kat,-,-,-,9,Kiralık,Boş,350m,5+1,-,Hayır,-,Daire,-,-,-,6678998,31.01.2019,Cikcilli Mahallesi',Alanya,Alanya  cikcillide  full  manzaralı  kiralık  5+1  dubleks,1.400 TL
36028,-,-,160m,,-,350 EUR,-,-,12,Kiralık,-,160m,-,-,Hayır,-,Daire,-,-,-,6136131,01.02.2019,Mahmutlar Mahallesi',Alanya,Mahmutlar merkezde 4+1 dubleks,2.186 TL
36029,2,0 (Yeni),180m,,Çatı Dubleks,-,-,Klimalı,2,Kiralık,Boş,180m,3+1,-,Hayır,-,Daire,2,-,-,6675774,30.01.2019,Yeni Emek Mahallesi',Kepez,Aydoğmuş  yapıdan  karatay  lisesi  yakını  kiralık  3+1  dublex,900 TL
36030,-,-,70m,,-,-,-,-,5,Kiralık,-,65m,-,24 m,Hayır,-,Daire,-,-,-,6921640,29.01.2019,Tosmur Mahallesi',Alanya,Alanya tosmurda kiralık 1+1 eşyalı daire,800 TL
36031,1,4,100m,,1. Kat,650 TRY,-,Klimalı,3,Kiralık,Boş,95m,2+1,20 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6923048,29.01.2019,Yeni Emek Mahallesi',Kepez,Kepez yeniemek mah şelale cad  kütükçü köprüsü yakını,650 TL
36032,1,11-20,100m,,4. Kat,-,-,Klimalı,4,Kiralık,Boş,90m,2+1,-,Hayır,-,Daire,-,-,-,6919850,30.01.2019,Çağlayan Mahallesi',Muratpaşa,Fener de 2+1 kiralık daire,1.200 TL
36033,1,11-20,160m,,6. Kat,-,-,Kombi Doğalgaz,10,Kiralık,Boş,160m,3+1,-,Hayır,-,Daire,-,-,-,6673851,31.01.2019,Siteler Mahallesi',Konyaaltı,Siteler  mah150  m2  3+1  esyalı  kiralık,1.600 TL
36034,2,0 (Yeni),220m,,3. Kat,-,-,Klimalı,3,Kiralık,Boş,200m,4+1,-,Hayır,-,Daire,2,-,-,6918046,30.01.2019,Muratpaşa Mahallesi',Muratpaşa,Ahmet onur zeyrek ten sıfır  eşyalı  kiralık dubleks daire,2.500 TL
36035,2,0 (Yeni),220m,,3. Kat,-,-,Klimalı,3,Kiralık,Boş,200m,4+1,-,Hayır,-,Daire,2,-,-,6918036,30.01.2019,Muratpaşa Mahallesi',Muratpaşa,Mehmetcan özcan dan sıfır  eşyalı  kiralık dubleks daire,2.500 TL
36036,1,4,50m,,1. Kat,1400 TRY,-,Klimalı,4,Kiralık,Boş,50m,1+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6670010,31.01.2019,Liman Mahallesi',Konyaaltı,Liman da full eşyalı havuz sauna hamam 1+1 daire,1.400 TL
36037,-,-,350m,,-,-,-,-,2,Kiralık,-,340m,-,50 m,Hayır,-,Daire,-,-,-,6411265,01.02.2019,Çarşı Mahallesi',Alanya,Azak group alanya kalede kiralık deniz manzaralı 5+1 sıfır konak,5.000 TL
36038,1,0 (Yeni),90m,,1. Kat,700 TRY,-,Klimalı,3,Kiralık,Boş,90m,2+1,-,Hayır,-,Daire,-,-,-,6409417,01.02.2019,Sütçüler Mahallesi',Kepez,Sütçüler de yeşilırmak cadyakını asansörlü 2+1 90 m2 kiralık,700 TL
36039,1,4,100m,,3. Kat,2400 TRY,-,Klimalı,4,Kiralık,Boş,95m,2+1,-,Hayır,-,Daire,-,İkinci El,Betonarme,6668368,31.01.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı hurmada 2+1 eşyalı daire katta,1.700 TL
36040,1,11-20,45m,,1. Kat,-,-,Klimalı,4,Kiralık,Boş,45m,1+1,-,Hayır,-,Daire,-,-,-,6411861,31.01.2019,Saray Mahallesi',Alanya,Merkezde 1+1 eşyalı asansörlü,850 TL
36041,-,-,100m,,-,700 TRY,-,-,4,Kiralık,-,100m,-,20 m,Hayır,-,Daire,-,-,-,6405405,01.02.2019,Yeşilyurt Mahallesi',Kepez,Antalya kepez yeşilyurt mah de çok uygun arakatta 2+1,700 TL
36042,2,0 (Yeni),135m,,Yüksek giriş,-,-,Yerden ısıtma,2,Kiralık,Boş,125m,3+1,-,Hayır,-,Daire,-,-,-,6107655,30.01.2019,Çağlayan Mahallesi',Muratpaşa,çağlayan sahil bandı özel sitede 3+1 kiralık lux bahçe dublexi,2.000 TL
36043,1,5-10,230m,,Bahçe dublex,1700 TRY,-,Klimalı,2,Kiralık,Boş,170m,3+1,-,Hayır,-,Daire,-,-,-,6908962,30.01.2019,Kemerağzı Mahallesi',Aksu,Kundu kemerağzı oteller bölgesinde bahçe dublexi 3+1,1.700 TL
36044,2,5-10,180m,,5. Kat,-,-,Kombi Doğalgaz,8,Kiralık,Boş,180m,3+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6657888,31.01.2019,Altınkum Mahallesi',Konyaaltı,Altınkumda jadeden yhavuzlu doğalgazlı masrafsız 3+1 k008403,2.250 TL
36045,1,20 ve üzeri,45m,,7. Kat,-,-,Klimalı,12,Kiralık,Boş,38m,1+1,-,Hayır,-,Daire,1,-,-,6906705,30.01.2019,Fener Mahallesi',Muratpaşa,Ender kortan dan 1+1 kiralık eşyalı deniz manzaralı ev,2.250 TL
36046,1,5-10,100m,,2. Kat,1800 TRY,-,Klimalı,5,Kiralık,Boş,100m,2+1,40 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6656279,31.01.2019,Cikcilli Mahallesi',Alanya,Alanya cikcillide site içi 2+1 eşyalı daire,1.800 TL
36047,-,-,150m,,-,-,-,-,4,Kiralık,-,150m,-,-,Hayır,-,Daire,-,-,-,6654678,31.01.2019,Liman Mahallesi',Konyaaltı,Limanda eşyalı 4+1 kiralık daire,1.600 TL
36048,1,20 ve üzeri,165m,,Bahçe dublex,-,-,Klimalı,2,Kiralık,Boş,165m,3+1,-,Hayır,-,Daire,-,-,-,6655304,30.01.2019,Güzeloba Mahallesi',Muratpaşa,Havuzlu güvenlikli sitede bakımlı daire,1.500 TL
36049,2,5-10,155m,,Yüksek giriş,3200 TRY,-,Kombi Doğalgaz,8,Kiralık,Boş,155m,3+1,-,Hayır,Yok,Daire,2,İkinci El,-,6401964,01.02.2019,Liman Mahallesi',Konyaaltı,Liman da denize 5 dk yürüme mesafede kiralık daire,3.200 TL
36050,1,5-10,130m,,5. Kat,-,-,Klimalı,5,Kiralık,Boş,125m,3+1,-,Hayır,-,Daire,-,-,-,6897612,30.01.2019,Varlık Mahallesi',Muratpaşa,Antalya 100 yıl da ortaokul yanı 130 m2 kiralık daire,900 TL
36051,2,2,250m,,4. Kat,-,-,Klimalı,4,Kiralık,Boş,220m,4+1,-,Hayır,-,Daire,-,-,-,6896805,30.01.2019,Sugözü Mahallesi',Alanya,Alanya sugözünde sıfır kiralık dublex,1.400 TL
36052,1,11-20,125m,,3. Kat,1300 TRY,Boş,Klimalı,5,Kiralık,Boş,115m,2+1,35 m,Hayır,-,Daire,2,İkinci El,Betonarme,6898253,29.01.2019,Saray Mahallesi',Alanya,Alanya saray mahallesinde kiralık 2+1 daire1300,1.300 TL
36053,-,2,150m,,Yüksek giriş,-,-,-,3,Kiralık,-,150m,Stüdyo,-,Hayır,-,Daire,-,-,-,6645627,30.01.2019,Gündoğdu Mahallesi',Kepez,Gelinlikçi  olamaya  musait  geniş  cadde  üstü  dükkan,2.000 TL
36054,-,-,100m,,-,550 TRY,-,-,3,Kiralık,-,100m,-,-,Hayır,-,Daire,-,-,-,6641608,31.01.2019,Varsak Karşıyaka Mahallesi',Kepez,Antalya v karşıyaka mah  100m2 asansörlü 2+1,550 TL
36055,1,5-10,165m,,5. Kat,-,-,Kombi Doğalgaz,8,Kiralık,Kiracı Oturuyor,165m,3+1,-,Hayır,-,Daire,-,-,-,6640972,31.01.2019,Uncalı Mahallesi',Konyaaltı,Uncalı  da  site  içerisinde  havuzlu  güvenlikli  3+1  165  m2,2.200 TL
36056,1,5-10,50m,,Kot 1,-,-,Klimalı,4,Kiralık,Boş,50m,1+1,-,Hayır,-,Daire,1,-,-,6639411,31.01.2019,Gürsu Mahallesi',Konyaaltı,Gürsu  da  1+1  esyalı  havuzlu  sitede  kiralık  daire,1.500 TL
36057,1,5-10,100m,,Kot 1,-,-,Klimalı,4,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,-,-,6640281,31.01.2019,Arapsuyu Mahallesi',Konyaaltı,Arapsuyunda  denize  50  mt  2+1  100m2  kiralık  esyalı  daire,2.800 TL
36058,2,5-10,190m,,4. Kat,-,-,Klimalı,5,Kiralık,Boş,189m,4+1,-,Hayır,-,Daire,-,-,-,6891541,30.01.2019,Sugözü Mahallesi',Alanya,Alanyanın en gözde mekanında dublex 4+1 daire,1.400 TL
36059,1,5-10,70m,,Yüksek giriş,-,-,Klimalı,5,Kiralık,Boş,70m,1+1,-,Hayır,-,Daire,-,-,-,6638055,31.01.2019,Hurma Mahallesi',Konyaaltı,Hurmada  1+1  full  eşyalı  girişkatkiralık  daire,1.300 TL
36060,2,5-10,100m,,4. Kat,-,-,Klimalı,9,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,-,-,6387623,31.01.2019,Cikcilli Mahallesi',Alanya,Site içinde kapalı açık havuzlu  komple beyaz eşyalı  2+1,1.500 TL
36061,-,-,70m,,-,1500 TRY,-,-,5,Kiralık,-,65m,-,-,Hayır,-,Daire,-,-,-,6677573,29.01.2019,Kestel Mahallesi',Alanya,Alanya kestelde kiralık eşyalı 1+1 site içi daire,1.500 TL
